ID,Text,Length
"#40","I don't want to go in there. He's a dangerous bastard. Taken too many disco biscuits in the heat of Russian disputations. He's got as many of these nuts as he has those nuts.","175"
"#658","First of all, you must be comfortable, otherwise it will be overly tiring and very difficult to concentrate. Many races have been lost simply because a driver lost concentration due to discomfort from a poorly fitted seat.","222"
"#179","I had the impression of being abandoned by everyone when the whole city rose and left for the summer. I was afraid to be left alone, and for three days I roamed dejectedly through the city, unable to understand what was happening to me. Whether I went to Nevsky Avenue, to the park, or wandered along the embankments, I never came across the people I was accustomed to meet in certain spots at certain hours all year round. They, of course, didn't know me; but I knew them all right.","483"
"#196","I've always wondered about this coat business. When I'm in a theater, I either fold mine in my lap or throw it over my armrest, but Patsy always spreads hers out, acting as if the seat back were cold, and she couldn't possibly enjoy herself while it was suffering.","264"
"#428","From compositional considerations the tomato layer would be expected to have a relatively high heat capacity and low conductance. It thus serves as a buffer between the mozzarella and the baked dough.","200"
"#218","I said that I would see you because I had heard that you were a serious man. A man to be treated with respect but I must say no to you and I will give you my reasons. It's true, I have a lot of friends in politics. But they wouldn't be so friendly if they knew my business was drugs instead of gambling which they consider a harmless vice, but drugs, that's a dirty business.","375"
"#391","I sincerely believe that if women study male lessons on concepts of assertion, courage, destiny, purpose, honor, dreams, endeavor, perseverance, goal orientation, etc., they would have a more fulfilling life, pick better men with whom to be intimate, and have better relationships with them.","291"
"#69","Run to the bedroom, in the suitcase on the left, you'll find my favorite axe. Don't look so frightened, this is just a passing phase - just one of my bad days. Would you like to watch TV? Or get between the sheets? Or contemplate the silent freeway? Would you like something to eat? Would you like to learn to fly? Would you like to see me try? Would you like to call the cops? Do you think it's time I stopped? Why are you running away...","439"
"#143","It doesn't mean much to be able to filter out most present-day spam, because spam evolves. Indeed, most anti-spam techniques so far have been like pesticides that do nothing more than create a new, resistant strain of bugs.","223"
"#52","We began to recognize in them a strange obsession. After all, they are emotionally inexperienced, with only a few years in which to store up the experiences which you and I take for granted. If we gift them with a past, we create a cushion or a pillow for their emotions, and consequently, we can control them better.","317"
"#436","We may climb into the thin and cold realm of pure geometry and lifeless science, or sink into that of sensation. Between these extremes is the equator of life, of thought, or spirit, or poetry - a narrow belt.","209"
"#346","Is this the real life? Is this just
fantasy? Caught in a landslide, no escape from reality. Open your
eyes, look up to the skies and see. I'm just a poor boy, I need no
sympathy. Because I'm easy come, easy go, little high, little low. Any
way the wind blows doesn't really matter to me.","287"
"#477","Desktop publishing revolutionized the creation of printed documents, not only from the standpoint of speed and accuracy, but also by enabling anyone to mass-produce the printed word.","182"
"#395","Instead of hiring workers during the peak hog kill in the winter and then laying them off when the work slowed down, Jay had instituted a system of paying workers a steady wage year-round.","188"
"#176","It was a marvelous night, the sort of night one only experiences when one is young. The sky was so bright, and there were so many stars that, gazing upward, one could not help wondering how so many whimsical wicked people could live under such a sky.","250"
"#86","In the casino, the cardinal rule is to keep them playing and to keep them coming back. The longer they play, the more they lose, and in the end, we get it all. Running a casino is like robbing a bank with no cops around.","220"
"#417","Gardeners know how to grow top-notch crops. They determine which plants thrive best under available conditions, plan their optimum placement, and nourish the seeds with plant food and water. Plants that receive the most attention thrive, blossoming into colorful fruits and flowers.","282"
"#315","Milt, with the excellent timing of a master comedy writer, waited until the guns were loaded and the noose was knotted before he turned back to the class.  First, he repeated himself. ""There is no such thing as writer's block."" Then he went on, ""There is only failure to make a decision.""","308"
"#632","Imagine for a moment if we once again knew these few unremarkable things: What it is we're eating. Where it came from. How it found its way to our table. And what, in a true accounting, it really cost. We would no longer need any reminding that however we choose to feed ourselves, we eat by the grace of nature, not industry, and what we're eating is never anything more or less than the body of the world.","407"
"#24","Let's sort the buyers from the
spiers, the needy from the greedy, and those who trust me from the
ones who don't, because if you can't see value here today, you're not
up here shopping. You're up here shoplifting. Anyone like
jewelry?","234"
"#627","To wash down your chicken nuggets with virtually any soft drink in the supermarket is to have some corn with your corn. Since the 1980s virtually all the sodas and most of the fruit drinks sold in the supermarket have been sweetened with high-fructose corn syrup.","263"
"#75","A little boy went out to play. When
he opened his door, he saw the world. As he passed through the
doorway, he caused a reflection. Evil was born, and followed the
boy.","168"
"#378","There are still some places where you can get all you can eat for a fixed price. Fried chicken is the best and the easiest to pocket, or should we say bag.","155"
"#405","Since the ninja is that being than which nothing sweeter can be conceived and that being exists in the mind and in reality, the ninja exists in reality.","152"
"#60","No matter how bad things are, you can always make things worse.  At the same time, it is often within your power to make them better. I learned this lesson well on New Year's Eve, 2001.","185"
"#469","Alfred Hitchcock once said, ""Drama is life with the dull bits cut out."" If he'd been alive during ancient times, he might have uttered these same words when facing a play from Euripides. Reflecting the interesting (and often) tragic parts of ""life"" on the stage was an important part of the ancient world, and helped to shape our modern culture.","365"
"#54","Yeah, you just take Soupy-Sales to
prom 'cause I can think of so many cooler things to do that night. I
might pumice my feet, I might go to Bren's Unitarian Church, maybe get
hit by a truck full of hot garbage juice, you know? Cause all those
things, would be exponentially cooler than going to prom with
you.","309"
"#408","There are two kinds of fibers in our muscles, red and white. When an athlete trains for long distance running, he or she builds more red muscle fibers than white muscle fibers in his calf muscles. A sprinter has more white muscles. If you retrain a marathon runner to be a sprinter, most of the muscle fibers will convert to white muscles.","339"
"#542","She looked terrific. I said to myself, ""Maybe she's going to be in the Spanish class - that'll be great!"" But no, she walked into the Portuguese class. So I figured, what the hell - I might as well learn Portuguese. I started walking right after her when this Anglo-Saxon attitude that I have said, ""No, that's not a good reason to decide which language to speak."" So I went back and signed up for the Spanish class, to my utter regret.","456"
"#630","It takes more than a calorie of
fossil fuel energy to produce a calorie of food. From the standpoint
of industrial efficiency, it's too bad we can't simply drink the
petroleum directly, because there's a lot less energy in a bushel of
corn (measured in calories) than there is in the half gallon or so of
oil required to produce it. Ecologically this is a fabulously
expensive way to produce food.","397"
"#314","So what's in this for you? Should you rush out in search of a mission? Should you quit your job and find a goal? Probably not. But look around you. You may be on a mission, and not realize it yet.","196"
"#290","At first they had tried to keep the
finding quiet. After all, they were not absolutely sure it was an
extraterrestrial message. A premature or mistaken announcement would
be a public relations disaster. But worse than that, it would
interfere with the data analysis. If the press descended, the science
would surely suffer.","323"
"#590","This country is hard on people. Hard and crazy. Got the devil in it yet folks never seem to hold it to account.","111"
"#684","How many times have you seen the leader of a race have a mechanical problem with only a few laps to go? You will never be able to take advantage of their problems if you are not close. You have to be close to take advantage of luck.","232"
"#678","Races are not won in the first corner; however, they are often lost there. It's usually best to run as quick as you can for the first few laps, then settle into a comfortable, consistent pace - all the while ready to take advantage of any opportunity to pass. Never turn down an opportunity to pass - you may not get it again.","326"
"#672","We often believe the more we practice a skill or technique - over and over again, many times - the better we'll get. This is not necessarily true. In fact, every time you practice a technique incorrectly, you're increasing your chances of doing it wrong again. It's easy to become very experienced at repeating the same mistakes. Practice doesn't make perfect; only perfect practice makes perfect.","397"
"#287","In the witch trials, it was nearly impossible to provide compelling alibis for accused witches: The rules of evidence had a special character. For example, in more than one case a husband attested that his wife was asleep in his arms at the very moment she was accused of frolicking with the devil; but the archbishop patiently explained that a demon had taken the place of the wife.","383"
"#697","Ultimately, this is not about solving your problems. It's about realizing that there are no problems. Only situations - to be dealt with now, or to be left alone and accepted as part of the ""isness"" of the present moment until they change or can be dealt with.","260"
"#213","We've known each other for many years but this is the first time you've ever come to me for counsel or for help. I can't remember the last time you invited me to your house for a cup of coffee, even though my wife is Godmother to your only child. But, let's be frank here. You never wanted my friendship and you were afraid to be in my debt.","341"
"#418","The sooner your kids appreciate the value of work, the more successful they will be. Work is part of life. You work to earn money, put food on the table, and keep your homes orderly and clean. For your kids, work involves schoolwork, homework, and teamwork at home and in the community.","286"
"#79","My dog barks some. Mentally you picture my dog, but I have not told you the type of dog which I have. Perhaps you even picture Toto, from ""The Wizard of Oz."" But I warn you, my dog is always with me. Woof!","205"
"#496","You ask Raymond what he does for a living and he says, ""I breathe and walk and when I'm told to sit I sit and when I'm told to leave I leave and return home to luxuriate and think how much I despise them."" He implies there is a correlation between his daily work and the drawings, which leads people to believe he is some type of an architect, but you suspect there is no place for him with even the most incompetent firm.","432"
"#127","It was one of those days when it's a minute away from snowing and there's this electricity in the air, you can almost hear it. And this bag was, like, dancing with me. Like a little kid begging me to play with it. For fifteen minutes. And that's the day I knew there was this entire life behind things, and this incredibly benevolent force.","340"
"#569","A total of twenty-five friends were headed from San Francisco across the Sierra toward our rendezvous in the Black Rock Desert that day. Significantly absent among them was Julia, my girlfriend at the time. We were all in our late twenties or early-to-middle thirties, yet none had found brides or husbands. Although we were all older than our parents were when they had us, the idea of having children ourselves still seemed a far-off abstraction.","448"
"#394","Instead of hiring workers during the peak hog kill in the winter and then laying them off when the work slowed down, Jay had instituted a system of paying workers a steady wage year-round. A 1937 Fortune magazine article about this and other progressive labor policies at Hormel might well shock those familiar only with the company's labor relations in the 1980s.","364"
"#32","And you know it's time to go,
through the sleet and driving snow, across the fields of mourning,
light in the distance. And you hunger for the time - time to heal,
desire time, and your earth moves beneath your own dream
landscape.","231"
"#456","Right, I am going to tell you how this works. You're going in the drink and I am going to make a cup of tea. Underneath the floor boards is the famous river Thames. I hope for your sakes you can hold your breath for as long as it takes to boil that kettle. After that, I am going to ask you a question, one question. You are going to give me a name and if it's the right name, I send you home warm and dry in a fresh set of clothes. If it's the wrong name, you'll be fed to the crayfish.","487"
"#175","I drew the blankets over my head and tried to think of Christmas. But the grey face still followed me. It murmured, and I understood that it desired to confess something.","170"
"#22","The problem is, Willie, is that Charles and yourself are not the quickest of cats at the best of times. So just do as I say and keep the cage locked!","149"
"#232","Prior to the 1970's, because the United States had long been the world's number one producer of petroleum, American companies determined the global price of oil. In 1972, domestic oil production peaked and then began its inexorable, irreversible decline. The year before, the prerogative of setting the price of crude oil had passed into the hands of a new producer group, the Organization of the Petroleum Exporting Countries.","427"
"#531","The wine list looks so imposing that you finally give up laboring over it. You hand it back to the server and say (either a bit sheepishly, because you're acknowledging that you can't handle the list, or with defiant bravado, signifying that you're not going to waste your time on this nonsense), ""I'll just have a glass of white wine."" Smart move or big mistake? We'd say, ""Mistake.""","404"
"#63","Whenever you watch the mind, you withdraw consciousness from mind forms, and it then becomes what we call the watcher or the witness.","133"
"#242","Whether you're a student, secretary, office administrator, manager, computer programmer, or engineer; whether you use a PC, laptop, or typewriter -  typing is an invaluable skill. It's a skill that can open doors and enhance your career opportunities. In this high-tech world of computer-generated communications, anyone who can't type runs the risk of being excluded from many business transactions.","400"
"#494","She was a genius of sadness, immersing herself in it, separating its numerous strands, appreciating its subtle nuances. She was a prism through which sadness could be divided into its infinite spectrum. Brod discovered 613 sadnesses, each perfectly unique, each a singular emotion, no more similar to any other sadness than to anger, ecstasy, guilt, or frustration.","365"
"#271","Sholes split up the most common pairings of letters in the English language so that their type bars were farther apart and less likely to jam. That in turn dictated the layout of the keyboard - known as QWERTY, for the first five letters in the upper row.","255"
"#688","The forum has become one of the most consistent places in her life, like a familiar cafe that exists somehow outside of geography and beyond time zones.","152"
"#219","A long time ago, I was in Burma, my friends and I were working for the local government. They were trying to buy the loyalty of tribal leaders by bribing them with precious stones. But their caravans were being raided in a forest north of Rangoon by a bandit. So we went looking for the stones. But in six months, we never found anyone who traded with him. Then, one day I saw a child playing with a ruby the size of a tangerine. The bandit had been throwing them away.","469"
"#239","There is a theory which states that if anybody ever discovers exactly what the Universe is for and why it is here, it will instantly disappear and be replaced by something even more bizarre and inexplicable. There is another theory which states that this has already happened.","276"
"#111","If you are given too many choices, if you are forced to consider much more than your unconscious is comfortable with, you get paralyzed. Snap judgments can be made in a snap because they are frugal, and if we want to protect our snap judgments, we have to take steps to protect that frugality.","293"
"#133","We sit silently and watch the world
around us. This has taken us a lifetime to learn. It seems only the
old are able to sit next to one another and not say anything and still
feel content. The young, brash and impatient, must always break the
silence. It is a waste, for silence is pure. Silence is holy. It draws
people together because only those who are comfortable with each other
can sit without speaking. This is the great paradox.","437"
"#495","She was a genius of sadness, immersing herself in it, separating its numerous strands, appreciating its subtle nuances. She was a prism through which sadness could be divided into its infinite spectrum.","202"
"#193","At the time when Britain faced a plunge into chaos and darkness, a hero emerged who not only succeeded in getting the feuding tribes to work together against their common enemy, but led them in a series of smashing victories that established him as a figure of great power and importance - a figure ripe for developing into the myth-laden king of later accounts.","362"
"#459","The basis of the Aztecs' success in certaing a great state and ultimately an empire was their remarkable system of agriculture, which featured intensive cultivation of all available land, as well as elaborate systems of irrigation and reclamation of swampland. The high productivity gained by these methods made for a rich and populous state.","342"
"#245","When you are typing on a typewriter, your input appears directly on paper.  When you are typing on a computer, your input appears on a screen and is transferred to paper after the proper command has been given.","210"
"#322","We all know people who are very bright but who do not always shine when it comes to being logical. They have the ability to think logically but that ability does not habitually manifest itself.","193"
"#77","Now did you answer cause you thought that's what I wanted to hear, or did you think about what I said and answer cause you truly believe that to be right?","154"
"#635","While it may hold true that the final few seconds of a bike race are fastest and apparently chaotic, at 70 kph and 200 heartbeats per minute, there's simply no time for anxiety. Adrenaline, yes, Instinct, sure. But fear, no.","224"
"#208","When I really worry about something, I don't just fool around. I even have to go to the bathroom when I worry about something. Only I don't go. I'm too worried to go. I'm too worried to interrupt my worrying to go.","214"
"#397","To some, the rules of etiquette may seem outdated, stuffy and unnecessary, but the fact remains that they serve as a sort of social weed-whacker eliminating unsavory growths from popping up in the world's finer gardens.","219"
"#413","The odds are that you will generally meet the worst of them. The reason is that men who have something going for them in their lives, men who passionately live life with a purpose, are usually too busy living their dreams to hang out ""trolling for chicks.""","256"
"#403","When we conceive of the sweetest being ever, we are conceiving of the being that exists both in the mind and in reality. Since the ninja is that being than which nothing sweeter can be conceived and that being exists in the mind and in reality, the ninja exists in reality.","273"
"#614","It was an effect of light: quick sunlight dappling, yellow leaves falling, a shower of gold, spangled, very fast, a falling of the bright.","138"
"#8","The streets were cleared by a Critical Mass bike ride and were flooded by activists dressed in second-hand suits with slogans painted on their backs. They danced in the doorsteps of office towers, formed a human chain around the Treasury and held peaceful sit-ins at several banks.","281"
"#244","Whether you use a PC, laptop, or typewriter -  typing is an invaluable skill. It's a skill that can open doors and enhance your career opportunities.","149"
"#214","We've known each other for many years but this is the first time you've ever come to me for counsel or for help. I can't remember the last time you invited me to your house for a cup of coffee, even though my wife is Godmother to your only child.","246"
"#13","It is a period of civil war. Rebel spaceships, striking from a hidden base, have won their first victory against the evil Galactic Empire. During the battle, Rebel spies managed to steal secret plans to the Empire's ultimate weapon, the Death Star, an armored space station with enough power to destroy an entire planet.","320"
"#367","Whether they use the title or not, many lyrics have evocative first lines that grab the listener's attention. Often thinking of a good first line can make the rest of the lyric flow.","182"
"#610","In the capital of the Sunbelt South, the quiet revolution of immigration and food continues to upset and redefine the meanings of local, regional, and global identity.","167"
"#47","But suddenly, I viddied that thinking was for the gloopy ones, and that the oomny ones use like, inspiration and what Bog sends. Now it was lovely music that came into my aid. There was a window open with the stereo on, and I viddied right at once what to do.","259"
"#58","My darling, you have to be standing up in order to be able to fall. I mean, if you keep sitting on your ass, nothing's gonna happen. ""Only brave warriors fall off their horses in battle. How can kneeling cowards know what a fall is?""","233"
"#691","Right now there are three people in chat, but there's no way of knowing exactly who until you are in there, and the chat room she finds not so comforting.","154"
"#487","There are men who possess a peculiarly strong visual memory, sharpness and accuracy of eye, presence of mind, dexterity of hand, and above all a subtle sense of touch, who are as it were born into God's world for the sole and special purpose of becoming distinguished card-sharpers.","282"
"#220","Caravans were being raided in a forest north of Rangoon by a bandit. So we went looking for the stones, but in six months, we never found anyone who traded with him. Then, one day I saw a child playing with a ruby the size of a tangerine. The bandit had been throwing them away.","278"
"#563","There's a piece of Maria in every song that I sing. And the price of a memory is the memory of the sorrow it brings. And there is always one last light to turn out and one last bell to ring. And the last one out of the circus has to lock up everything.","252"
"#605","Glancing through the 1977 Atlanta Yellow Pages reveals a city that had yet to be transformed by the proliferation of ethnic food: only ninety-two out of approximately fifteen hundred restaurants could be classified as non-American.","231"
"#158","The brain can be a tool. It can recall phone numbers, solve math puzzles, or create poetry. In this way, it works for the rest of the body, like a tractor. But when you can't stop thinking of that math problem or phone number, or when troubling thoughts and memories arise without your intent, it's not your brain working, but your mind wandering. Then the mind controls you; then the tractor has run wild.","406"
"#171","If we all go for the blonde and block each other, not a single one of us is going to get her. So then we go for her friends, but they will all give us the cold shoulder because no one likes to be second choice. But what if none of us goes for the blonde? We won't get in each other's way and we won't insult the other girls. It's the only way to win.","350"
"#703","Samatha is a state in which the mind is brought to rest, focused only on one item and not allowed to wander. When this is done, a deep calm pervades body and mind, a state of tranquility which must be experienced to be understood.","230"
"#160","If you don't get what you want, you suffer; if you get what you don't want, you suffer; even when you get exactly what you want, you still suffer because you can't hold on to it forever. Your mind is your predicament. It wants to be free of change, free of pain, free of the obligations of life and death. But change is a law, and no amount of pretending will alter that reality.","379"
"#353","Dean is the perfect guy for the road because he actually was born on the road, when his parents were passing through Salt Lake City.","132"
"#173","Yes, the newspapers were right: snow was general all over Ireland. It was falling on every part of the dark central plain, on the treeless hills, falling softly upon the Bog of Allen and, farther westward, softly falling into the dark mutinous Shannon waves.","258"
"#581","So it's all come back round to breaking apart again. Breaking apart like I'm made up of glass again.","100"
"#174","I drew the blankets over my head and tried to think of Christmas. But the grey face still followed me. It murmured, and I understood that it desired to confess something. I felt my soul receding into some pleasant and vicious region; and there again I found it waiting for me.","276"
"#617","When I was a kid, you never saw radicchio in the produce section, or a half dozen different kinds of mushrooms, or kiwis and passion fruit and durians and mangoes.","163"
"#2","But speculations on the structure of the universe also move in quite another direction. The development of non-Euclidean geometry led to the recognition of the fact, that we can cast doubt on the infiniteness of our space without coming into conflict with the laws of thought or with experience.","295"
"#333","Rebel spaceships, striking from a
hidden base, have won their first victory against the evil Galactic
Empire. During the battle, Rebel spies managed to steal secret plans
to the Empire's ultimate weapon.","203"
"#65","Overhead the albatross hangs motionless upon the air and deep beneath the rolling waves, in labyrinths of coral caves - the echo of a distant tide comes willowing across the sand, and everything is green and submarine.","218"
"#313","So what's in this for you? Should you rush out in search of a mission? Should you quit your job and find a goal? Probably not. But look around you. You may be on a mission, and not realize it yet. These are the good old days you'll look back on with pride. You might as well enjoy it now.","288"
"#532","The wine list looks so imposing that you finally give up laboring over it. You hand it back to the server and say, ""I'll just have a glass of white wine."" Smart move or big mistake? We'd say, ""Mistake.""","222"
"#619","The label doesn't mention that that rib-eye steak came from a steer born in South Dakota and fattened in a Kansas feedlot on grain grown in Iowa.","145"
"#521","And then he calls me a jerk and says the last guy who thought he was a jerk was dead now. So I don't say nothing and he says, ""What do ya think about that?"" So I says, ""Well, that don't sound like too good a deal for him then.""","247"
"#474","The invention of the wheel represented a major turning point in human civilization. Besides its use in transportation, the wheel went on to become the basic principle behind almost every mechanical device.","205"
"#230","Language is one of the keys to being human. It allows us to communicate with other human beings and to leave a legacy of our thoughts and actions for future generations.  The dominant temporal lobe helps to process sounds and written words into meaningful information.","268"
"#351","With the coming of Dean Moriarty
began the part of my life you could call my life on the road. Before
that I'd often dreamed of going West to see the country, always
vaguely planning and never taking off. Dean is the perfect guy for the
road because he actually was born on the road, when his parents were
passing through Salt Lake City.","337"
"#524","You could substitute raspberries or any other fruit, but 99.9 percent of all the wine in the world is made from grapes, because they make the best wines.","153"
"#78","Now I want you to think and stop being a smart aleck.  A man's attitude goes some ways - the way his life will be. Is that something you agree with? So since you agree, you must be someone who does not care about the good life.","227"
"#310","When we pulled out into the winter night and the real snow, our snow, began to stretch out beside us and twinkle against the windows, and the dim lights of small Wisconsin stations moved by, a sharp wild brace came suddenly into the air. We drew in deep breaths of it as we walked back from dinner through the cold vestibules, unutterably aware of our identity with this country for one strange hour, before we melted indistinguishably into it again.","450"
"#438","Every craft and every investigation, and likewise every action and decision, seems to aim at some good; hence the good has been well described as that at which everything aims.","176"
"#594","He rode past me and kept on goin'. Never said nothin' goin' by. He just rode on past and he had his blanket wrapped around him and his head down. And when he rode past I seen he was carryin' fire in a horn the way people used to do and I could see the horn from the light inside of it. About the color of the moon. And in the dream I knew that he was goin' on ahead and that he was fixin' to make a fire somewhere out there in all that dark and all that cold, and I knew that whenever I got there he would be there. Out there up ahead.","535"
"#637","Pulp: 1. A soft, moist, shapeless mass or matter. 2. A magazine or book containing lurid subject matter and being characteristically printed on rough, unfinished paper.","168"
"#247","Commas and periods always go inside quotation marks. Colons and semicolons always go outside quotation marks. Question marks and exclamation points go inside quotation marks when they apply to the quoted material only. They go outside when they apply to the entire sentence.","274"
"#612","It was an effect of light: quick sunlight dappling, yellow leaves falling (but from what? Were there even trees on West Fifty-seventh Street?), a shower of gold, spangled, very fast, a falling of the bright. Later I watched for this effect on similar bright days but never again experienced it.","294"
"#444","We speak of something carried and something carrying, of something led and something leading, of something seen and something seeing, and you understand that these things are all different from one another and how they differ? So there is also something loved and - a different thing - something loving.","303"
"#363","Every time I think of you I feel shot right through with a bolt of blue. It's no problem of mine but it's a problem I find, living a life that I can't leave behind.","164"
"#659","First of all, you must be comfortable, otherwise it will be overly tiring and very difficult to concentrate. Many races have been lost due to discomfort from a poorly fitted seat.","179"
"#31","I don't believe in painted roses or
bleeding hearts while bullets rape the night of the merciful. I'll see
you again when the stars fall from the sky and the moon has turned red
over One Tree Hill.","197"
"#119","The unknown future rolls toward us. I face it for the first time with a sense of hope, because if a machine, a Terminator, can learn the value of human life, maybe we can, too.","176"
"#227","Many years ago, a famous Arabian alchemist had visited Europe. It was said that he had discovered the Philosopher's Stone and the Elixir of Life.","146"
"#326","I have quit three jobs and been fired from all the rest. Getting fired, despite sometimes coming as a surprise and leaving you scrambling to recover, is often a godsend: someone else makes the decision for you, and it's impossible to sit in the wrong job for the rest of your life.","281"
"#704","When the mind is brought to rest and not allowed to wander, a deep calm pervades body and mind, a state of tranquility which must be experienced to be understood.","162"
"#153","Warmer water increases the moisture content of storms, and warmer air holds more moisture. When storm conditions trigger a downpour, more of it falls in the form of big, one-time rainfalls and snowfalls. Partly as a result, the number of large flood events has increased decade by decade, on every continent.","308"
"#631","It takes more than a calorie of fossil fuel energy to produce a calorie of food. From the standpoint of industrial efficiency, it's too bad we can't simply drink the petroleum directly.","185"
"#114","""This man right here,"" McGuiness said, pointing at Kenna, ""he's going to change the world.""  That was his instinctive feeling, and the manager of a band like U2 is a man who knows music. But the people whose world Kenna was supposed to be changing, it seemed, couldn't disagree more, and when the results of all of the consumer research came in, Kenna's once promising career suddenly stalled.","413"
"#437","Every craft and every investigation, and likewise every action and decision, seems to aim at some good; hence the good has been well described as that at which everything aims. However, there is an apparent difference among the ends aimed at. For the end is sometimes an activity, sometimes a product beyond the activity; and when there is an end beyond the action, the product is by nature better than the activity.","416"
"#462","Aztec rule was based upon a system of tribute and fear over the surrounding peoples; every year, they were forced to pay the Aztecs money, goods, and a supply of captives to be sacrificed on the altar. Taking advantage of this resentment of their Aztec overlords, the tiny Spanish force was able to attract a massive army of some 30,000 Mesoamericans of many different tribes.","376"
"#294","Humans need to practice what they are learning a good deal before they master it. Furthermore, they tend to lose a good deal of their learning when they cease to practice the skills associated with this learning in their daily lives.","233"
"#402","Is it sweeter to exist only in the mind or to exist both in the mind and in reality? Flipping out and wailing on guitars is much sweeter when someone is actually doing it. So when we conceive of the sweetest being ever, we are conceiving of the being that exists both in the mind and in reality.","295"
"#26","What should have been swift revenge
turned into an all out war. The City of God was divided. You couldn't
go from one section to the other, not even to visit a relative. The
cops considered anyone living in the slum a hoodlum. People got used
to living in Vietnam, and more and more volunteers signed up to
die.","311"
"#497","He implies there is a correlation between his daily work and the drawings, which leads people to believe he is some type of an architect, but you suspect there is no place for him with even the most incompetent firm.","216"
"#83","I'm telling it like it is. Get used to it or put this book down. Because this book is for America's Heroes. And who are the Heroes? The people who bought this book. People who borrow this book are not Heroes. They are no better than welfare queens mooching off the system like card-carrying library card-carriers. For the record, we're not offering this book to libraries. No free rides.","387"
"#317","The beginner writes just twenty pieces. The professional writes three times what's needed, as many as sixty different bits, keeps trying them out on small groups (but never your own family), rewrites discards, rewrites some more, then finally settles on the twenty which work best for that specific audience.","308"
"#380","They say that right after God created man, he took a rib from him and made a chick. That's actually a bit of a creation myth - the truth is, after God saw that man was good, he created another man and saw that it was all good.","226"
"#347","Is this the real life? Is this just fantasy? Caught in a landslide, no escape from reality. Open your eyes, look up to the skies and see.","137"
"#700","Focus your attention on the Now and tell me what problem you have at this moment. I am not getting any answer because it is impossible to have a problem when your attention is fully in the Now. A situation that needs to be either dealt with or accepted - yes.","259"
"#337","Blessed is he, who in the name of charity and good will, shepherds the weak through the valley of darkness, for he is truly his brother's keeper and the finder of lost children.","177"
"#308","Involuntarily I glanced seaward - and distinguished nothing except a single green light, minute and far away, that might have been the end of a dock. When I looked once more for Gatsby he had vanished, and I was alone again in the unquiet darkness.","248"
"#41","One thing I've learned in the last seven years: in every game and con there's always an opponent, and there's always a victim. The trick is to know when you're the latter, so you can become the former.","202"
"#671","Look and think as far ahead as possible. Often, a driver's natural reaction is to look at the point you're just about to get to. That's not enough.","147"
"#252","A computer needs a manager to administer its operations, just as a company needs a manager.  And that is what DOS is. A manager. It manages the operations in your computer.","172"
"#89","Everyone said I was daft to build a castle on a swamp, but I built it all the same, just to show them. It sank into the swamp. So I built a second one. That sank into the swamp. So I built a third. That burned down, fell over, then sank into the swamp. But the fourth one stayed up. And that's what you're going to get, Lad, the strongest castle in all of England.","364"
"#94","Well, it just so happens, this hacienda comes with its very own private beach. And this private beach just so happens to look particularly beautiful bathed in moonlight. And there just so happens to be a full moon out tonight.","226"
"#280","These contests provided ample opportunity to demonstrate the superiority of alternative keyboard arrangements. That Qwerty survived significant challenges early in the history of typewriting demonstrates that it is at least among the reasonably fit, even if not the fittest that can be imagined.","295"
"#286","We've arranged a global civilization in which most crucial elements profoundly depend on science and technology. We have also arranged things so that almost no one understands science and technology. This is a prescription for disaster.","237"
"#501","O clear intelligence, force beyond all measure! Gentlemen, I beg you to observe these girls: one has just now lost her mind; the other, it seems, has never had a mind at all.","174"
"#98","Is it really necessary to send that
email? The more emails you send, the more work others will have to do
to prioritize your requests. How many of the things you're mentioning
are important? If you have 10 issues to discuss, break them into two
groups and focus on the most important group.","290"
"#516","I can already hear your tune calling me across the room. When the world and his wife are on my back again, not enough pleasure too much pain. When the world is too much with me, please leave, just go away. Before I lose my mind completely, please leave, just go now.","266"
"#640","This business is filled to the brim with unrealistic people who thought their bods aged like wine. If you mean it turns to vinegar, it does. If you mean it gets better with age, it don't. Boxers don't have an old timer's pension.","229"
"#34","What about Tony? You know, Bullet Tooth Tony. He'll find you Moses in the burning bush, if you pay him to. He got shot six times, had the bullets molded into gold. He's the best chance you got of finding Franky.","211"
"#142","It is greatly to America's advantage that it is a congenial atmosphere for the right sort of unruliness - that it is a home not just for the smart, but for the smart-alecks. And hackers are invariably smart-alecks. If we had a national holiday, it would be April 1st.","267"
"#93","An essential characteristic of the superhero mythology is, there's the superhero, and there's the alter ego. Batman is actually Bruce Wayne, Spider-Man is actually Peter Parker. When he wakes up in the morning, he's Peter Parker. He has to put on a costume to become Spider-Man. And it is in that characteristic that Superman stands alone. Superman did not become Superman, Superman was born Superman.","401"
"#328","The alternative to binge travel - the mini retirement - entails relocating to one place for one to six months before going home or moving to another locale. Rather than seeking to see the world, we aim to experience it at a speed that lets it change us.","253"
"#128","The Orient was almost a European invention, and had been since antiquity a place of romance, exotic beings, haunting memories and landscapes, remarkable experiences. Now it was disappearing; in a sense it had happened, its time was over.","237"
